,date,mean_sentiment_score
580,2022-11-07,0.720066868
581,2022-11-08,0.937343955
582,2022-11-09,0.605839428
583,2022-11-10,0.394198496
584,2022-11-11,0.499305483
585,2022-11-14,0.617192284
586,2022-11-15,0.348982222
587,2022-11-16,0.786590066
588,2022-11-17,0.204801886
589,2022-11-18,0.643652987
590,2022-11-19,0.001769168
591,2022-11-20,0.529382336
592,2022-11-21,0.471527275
593,2022-11-22,0.282334692
594,2022-11-23,0.66526973
595,2022-11-24,0.747729629
596,2022-11-25,0.56322786
597,2022-11-28,0.457052735
598,2022-11-29,0.653418223
599,2022-11-30,0.364269476
600,2022-12-01,0.499735189
601,2022-12-02,0.007976192
602,2022-12-03,0.999995351
603,2022-12-04,0.951171935
604,2022-12-05,0.62140326
605,2022-12-06,0.832628195
606,2022-12-07,0.712683483
607,2022-12-08,0.520517163
608,2022-12-09,0.320611979
609,2022-12-11,0.502193153
610,2022-12-12,0.553909903
611,2022-12-13,0.822914752
612,2022-12-14,0.749179821
613,2022-12-15,0.221947221
614,2022-12-16,0.331070766
615,2022-12-17,2.33e-05
616,2022-12-18,0.493395204
617,2022-12-19,0.516363108
618,2022-12-20,0.03053898
619,2022-12-21,0.495452431
620,2022-12-22,0.532393163
621,2022-12-23,0.34444931
622,2022-12-25,0.495879451
623,2022-12-26,0.790754313
624,2022-12-27,0.821856752
625,2022-12-28,0.536791267
626,2022-12-29,0.338088413
627,2022-12-30,0.000262133
628,2023-01-02,0.880450657
629,2023-01-03,0.962825984
630,2023-01-04,0.747653075
631,2023-01-05,0.722942961
632,2023-01-06,0.748493102
633,2023-01-08,0.043732642
634,2023-01-09,0.899595321
635,2023-01-10,0.262858941
636,2023-01-11,0.643931822
637,2023-01-12,0.832473345
638,2023-01-13,0.666745156
639,2023-01-15,0.893523932
640,2023-01-16,0.641675555
641,2023-01-17,0.701095556
642,2023-01-18,0.651929938
643,2023-01-19,0.300956195
644,2023-01-20,0.457227853
645,2023-01-22,0.999995351
646,2023-01-23,0.666241428
647,2023-01-24,0.748144509
648,2023-01-25,0.239311415
649,2023-01-27,0.506435663
650,2023-01-28,0.998432934
651,2023-01-29,0.425370141
652,2023-01-30,0.528029686
653,2023-01-31,0.12829342
654,2023-02-01,0.508845994
655,2023-02-02,0.600330299
656,2023-02-03,0.488623253
657,2023-02-04,0.001769168
658,2023-02-05,0.933845282
659,2023-02-06,0.364296547
660,2023-02-07,0.775969457
661,2023-02-08,0.525397729
662,2023-02-09,0.478330113
663,2023-02-10,0.001442691
664,2023-02-12,0.991838872
665,2023-02-13,0.312029553
666,2023-02-14,0.826622299
667,2023-02-15,0.501040765
668,2023-02-16,0.666735827
669,2023-02-17,0.521499134
670,2023-02-19,0.528815198
671,2023-02-20,0.559357237
672,2023-02-21,0.499924376
673,2023-02-22,0.17994966
674,2023-02-23,0.493976304
675,2023-02-24,0.666525391
676,2023-02-27,0.957679957
677,2023-02-28,0.001228197
678,2023-03-01,0.786946617
679,2023-03-02,0.252945777
680,2023-03-03,0.750066165
681,2023-03-05,0.830395325
682,2023-03-06,0.740285552
683,2023-03-08,0.346360803
684,2023-03-09,0.421655817
685,2023-03-10,0.007442875
686,2023-03-12,0.743401549
687,2023-03-13,0.718969095
688,2023-03-14,0.278516828
689,2023-03-15,0.77988862
690,2023-03-16,0.499385234
691,2023-03-17,0.639040395
692,2023-03-19,0.146339623
693,2023-03-20,0.345898943
694,2023-03-21,0.695140269
695,2023-03-22,0.595045269
696,2023-03-23,0.274593758
697,2023-03-24,0.218407853
698,2023-03-26,0.039884998
699,2023-03-27,0.325794567
700,2023-03-28,0.536821326
701,2023-03-29,0.520787385
702,2023-03-31,0.628684302
703,2023-04-01,0.999925852
704,2023-04-02,0.996691505
705,2023-04-03,0.360351886
706,2023-04-05,0.486679581
707,2023-04-06,0.05004564
708,2023-04-09,0.741275403
709,2023-04-10,0.475128252
710,2023-04-11,0.795787716
711,2023-04-12,0.259743428
712,2023-04-13,0.26590858
713,2023-04-16,0.890748183
714,2023-04-17,0.162211639
715,2023-04-18,0.353278451
716,2023-04-19,0.332646173
717,2023-04-20,0.334875494
718,2023-04-21,0.085375653
719,2023-04-24,0.000207225
720,2023-04-25,0.498651693
721,2023-04-26,0.252913209
722,2023-04-27,0.209638447
723,2023-04-28,0.667270595
724,2023-04-30,0.698005773
725,2023-05-02,0.317429642
726,2023-05-03,0.40385165
727,2023-05-04,0.512722597
728,2023-05-05,0.383018416
729,2023-05-06,0.000194638
730,2023-05-07,0.014142147
731,2023-05-08,0.748951891
732,2023-05-09,0.018883218
733,2023-05-10,0.497944719
734,2023-05-11,0.389996266
735,2023-05-12,0.33488846
736,2023-05-13,0.999999881
737,2023-05-14,0.243620067
738,2023-05-15,0.496268044
739,2023-05-16,0.461869934
740,2023-05-17,0.009403367
741,2023-05-18,0.500039028
742,2023-05-19,0.453731139
743,2023-05-21,0.999135673
744,2023-05-22,0.123489282
745,2023-05-23,0.552569415
746,2023-05-24,0.041696346
747,2023-05-25,0.48708691
748,2023-05-26,0.50026431
749,2023-05-28,0.999994258
750,2023-05-29,0.832654722
751,2023-05-30,0.570005342
752,2023-05-31,0.263175546
753,2023-06-01,0.999526501
754,2023-06-02,0.666608237
755,2023-06-03,0.999995351
756,2023-06-04,0.619669436
757,2023-06-05,0.50219701
758,2023-06-06,0.449396147
759,2023-06-07,0.749962912
760,2023-06-08,0.42319326
761,2023-06-09,0.999981761
762,2023-06-11,0.567687127
763,2023-06-12,0.385919093
764,2023-06-13,0.500240682
765,2023-06-14,0.737964563
766,2023-06-15,0.503794552
767,2023-06-16,0.500416944
768,2023-06-17,0.999975204
769,2023-06-18,0.998892029
770,2023-06-19,0.413362261
771,2023-06-20,0.231900364
772,2023-06-21,0.832267984
773,2023-06-22,0.334185559
774,2023-06-23,0.160053536
775,2023-06-25,0.613107796
776,2023-06-26,0.204315222
777,2023-06-27,0.272194501
778,2023-06-28,0.999991551
779,2023-06-29,0.000857896
780,2023-06-30,0.697657452
781,2023-07-01,0.999975204
782,2023-07-02,0.998150826
783,2023-07-03,0.750243782
784,2023-07-04,0.590566782
785,2023-07-05,0.402476214
786,2023-07-06,0.223891379
787,2023-07-07,0.483227417
788,2023-07-09,0.62854919
789,2023-07-10,0.210665862
790,2023-07-11,0.656765175
791,2023-07-12,0.793920157
792,2023-07-13,0.726792162
793,2023-07-14,0.517228191
794,2023-07-15,0.999974906
795,2023-07-16,0.624390193
796,2023-07-17,0.600414127
797,2023-07-18,0.522730442
798,2023-07-19,0.732057127
799,2023-07-20,0.400219139
800,2023-07-21,0.287007502
801,2023-07-22,0.283289045
802,2023-07-23,0.31557165
803,2023-07-24,0.763416076
804,2023-07-25,0.572773896
805,2023-07-26,0.571038872
806,2023-07-27,0.662096095
807,2023-07-28,0.736090252
808,2023-07-30,0.570357513
809,2023-07-31,0.997051761
810,2023-08-01,0.790887028
811,2023-08-02,0.011292911
812,2023-08-03,0.939771801
813,2023-08-04,0.450951255
814,2023-08-06,0.223621749
815,2023-08-07,0.610963196
816,2023-08-08,0.195103234
817,2023-08-09,0.286686449
818,2023-08-10,0.288787375
819,2023-08-11,0.002551112
820,2023-08-13,0.556211767
821,2023-08-14,0.209704282
822,2023-08-16,0.327945679
823,2023-08-17,0.247059577
824,2023-08-18,0.412175569
825,2023-08-20,0.296732469
826,2023-08-21,0.024843971
827,2023-08-22,0.958873078
828,2023-08-23,0.750064648
829,2023-08-24,0.750009126
830,2023-08-25,0.239236106
831,2023-08-27,0.635798161
832,2023-08-28,0.929069519
833,2023-08-29,0.741494104
834,2023-08-30,0.777652492
835,2023-08-31,0.680751653
836,2023-09-01,0.69143514
837,2023-09-02,0.999995947
838,2023-09-03,0.999914217
839,2023-09-04,0.934516442
840,2023-09-05,0.669504853
841,2023-09-06,0.385926183
842,2023-09-07,0.576890324
843,2023-09-08,0.790999603
844,2023-09-09,0.999995351
845,2023-09-10,0.999998768
846,2023-09-11,0.827976216
847,2023-09-12,0.797686074
848,2023-09-13,0.489984986
849,2023-09-14,0.714472719
850,2023-09-15,0.745267628
851,2023-09-16,0.649421773
852,2023-09-17,0.999997556
853,2023-09-18,0.436454263
854,2023-09-20,0.400109259
855,2023-09-21,0.392376103
856,2023-09-22,0.439405717
857,2023-09-23,0.834555894
858,2023-09-24,0.016584494
859,2023-09-25,0.772587501
860,2023-09-26,0.7410653
861,2023-09-27,0.798794745
862,2023-09-28,0.576583665
863,2023-09-29,0.691391191
864,2023-09-30,0.071372077
865,2023-10-01,1.94e-06
866,2023-10-02,0.977939427
867,2023-10-03,0.887010498
868,2023-10-04,0.784382046
869,2023-10-05,0.838755439
870,2023-10-06,0.750130709
871,2023-10-08,0.744027019
872,2023-10-09,0.895402981
873,2023-10-10,0.938647951
874,2023-10-11,0.999646293
875,2023-10-12,0.999729216
876,2023-10-13,0.623194588
877,2023-10-14,1.4e-05
878,2023-10-15,0.999998629
879,2023-10-16,0.94062684
880,2023-10-17,0.760622318
881,2023-10-18,0.468525345
882,2023-10-19,0.379414276
883,2023-10-20,0.675359257
884,2023-10-22,0.670124344
885,2023-10-23,0.697476314
886,2023-10-25,0.726943134
887,2023-10-26,0.657957383
888,2023-10-27,0.787963627
889,2023-10-29,0.999998152
890,2023-10-30,0.411659335
891,2023-10-31,0.741292097
892,2023-11-01,0.746419274
893,2023-11-02,0.84899742
894,2023-11-03,0.800038699
895,2023-11-04,0.999995351
896,2023-11-06,0.905167671
897,2023-11-07,0.694260927
898,2023-11-08,0.718467292
899,2023-11-09,0.763788967
900,2023-11-10,0.624311237
901,2023-11-11,0.500027793
902,2023-11-12,0.999995351
903,2023-11-13,0.769740162
904,2023-11-14,0.666726705
905,2023-11-15,0.857235833
906,2023-11-16,0.587353029
907,2023-11-17,0.535003381
908,2023-11-19,0.999975681
909,2023-11-20,0.6769699
910,2023-11-21,0.765225479
911,2023-11-22,0.625004261
912,2023-11-23,0.661915587
913,2023-11-24,0.736777334
914,2023-11-27,0.504745087
915,2023-11-28,0.825420642
916,2023-11-29,0.857055045
917,2023-11-30,0.793664653
918,2023-12-01,0.855024316
919,2023-12-03,1.0
920,2023-12-04,0.855804091
921,2023-12-05,0.713109713
922,2023-12-06,0.775411238
923,2023-12-07,0.448723971
924,2023-12-08,0.697585115
925,2023-12-09,0.999996901
926,2023-12-10,0.862719621
927,2023-12-11,0.545525713
928,2023-12-12,0.381725669
929,2023-12-13,0.782784518
930,2023-12-14,0.750381223
